WASH1	WASH7P	ENSG00000227232
LOC102724862	TBC1D3D	ENSG00000274419
TBC1D3H	TBC1D3D	ENSG00000274419
TBC1D3F	TBC1D3C	ENSG00000278299
LOC102723859	TBC1D3C	ENSG00000278299
TBC1D3L	TBC1D3C	ENSG00000278299
LOC102723859	TBC1D3E	ENSG00000278599
TBC1D3	TBC1D3E	ENSG00000278599
LOC101060389	TBC1D3E	ENSG00000278599
LOC102723859	TBC1D3E	ENSG00000278599
TBC1D3C	TBC1D3E	ENSG00000278599
LOC102723859	TBC1D3E	ENSG00000278599
TBC1D3C	TBC1D3E	ENSG00000278599
TBC1D3	TBC1D3	ENSG00000274611
TBC1D3	TBC1D3	ENSG00000274611
LOC101060321	TBC1D3	ENSG00000274611
TBC1D3F	TBC1D3	ENSG00000274611
TBC1D3K	TBC1D3	ENSG00000274611
MRPL45	MRPL45	ENSG00000278845
MRPL45	MRPL45	ENSG00000278845
MRPL45	MRPL45	ENSG00000278845
MRPL45	MRPL45	ENSG00000278845
GPR179	GPR179	ENSG00000277399
GPR179	GPR179	ENSG00000277399
GPR179	GPR179	ENSG00000277399
GPR179	GPR179	ENSG00000277399
SOCS7	SOCS7	ENSG00000274211
SOCS7	SOCS7	ENSG00000274211
SOCS7	SOCS7	ENSG00000274211
SOCS7	SOCS7	ENSG00000274211
ARHGAP23	ARHGAP23	ENSG00000275832
ARHGAP23	ARHGAP23	ENSG00000275832
ARHGAP23	ARHGAP23	ENSG00000275832
ARHGAP23	ARHGAP23	ENSG00000275832
SRCIN1	SRCIN1	ENSG00000277363
SRCIN1	SRCIN1	ENSG00000277363
SRCIN1	SRCIN1	ENSG00000277363
SRCIN1	SRCIN1	ENSG00000277363
C17orf96	EPOP	ENSG00000273604
C17orf96	EPOP	ENSG00000273604
C17orf96	EPOP	ENSG00000273604
C17orf96	EPOP	ENSG00000273604
MLLT6	MLLT6	ENSG00000275023
MLLT6	MLLT6	ENSG00000275023
MLLT6		ENSG00000275665
MLLT6	MLLT6	ENSG00000275023
MLLT6		ENSG00000275665
MLLT6	MLLT6	ENSG00000275023
MLLT6		ENSG00000275665
CISD3	CISD3	ENSG00000277972
CISD3	CISD3	ENSG00000277972
CISD3	CISD3	ENSG00000277972
CISD3	CISD3	ENSG00000277972
PCGF2	PCGF2	ENSG00000277258
PCGF2	PCGF2	ENSG00000277258
PCGF2	PCGF2	ENSG00000277258
PCGF2	PCGF2	ENSG00000277258
PSMB3	PSMB3	ENSG00000277791
PSMB3	PSMB3	ENSG00000277791
PSMB3	PSMB3	ENSG00000277791
PSMB3	PSMB3	ENSG00000277791
PIP4K2B	PIP4K2B	ENSG00000276293
PIP4K2B	PIP4K2B	ENSG00000276293
PIP4K2B	PIP4K2B	ENSG00000276293
PIP4K2B	PIP4K2B	ENSG00000276293
CWC25	CWC25	ENSG00000273559
CWC25	CWC25	ENSG00000273559
CWC25	CWC25	ENSG00000273559
CWC25	CWC25	ENSG00000273559
C17orf98	C17orf98	ENSG00000275489
C17orf98	C17orf98	ENSG00000275489
C17orf98	C17orf98	ENSG00000275489
C17orf98	C17orf98	ENSG00000275489
RPL23	RPL23	ENSG00000125691
RPL23	RPL23	ENSG00000125691
RPL23	RPL23	ENSG00000125691
RPL23	RPL23	ENSG00000125691
LASP1	LASP1	ENSG00000002834
LASP1	LASP1	ENSG00000002834
LASP1	LASP1	ENSG00000002834
LASP1	LASP1	ENSG00000002834
FBXO47	FBXO47	ENSG00000204952
FBXO47	FBXO47	ENSG00000204952
FBXO47	FBXO47	ENSG00000204952
FBXO47	FBXO47	ENSG00000204952
PLXDC1		ENSG00000286443
PLXDC1	PLXDC1	ENSG00000161381
PLXDC1	RDM1P5	ENSG00000263818
PLXDC1	PLXDC1	ENSG00000161381
PLXDC1	RDM1P5	ENSG00000263818
PLXDC1	PLXDC1	ENSG00000161381
PLXDC1	RDM1P5	ENSG00000263818
PLXDC1	PLXDC1	ENSG00000161381
PLXDC1	RDM1P5	ENSG00000263818
ARL5C	ARL5C	ENSG00000141748
ARL5C	ARL5C	ENSG00000141748
ARL5C		ENSG00000280177
ARL5C	ARL5C	ENSG00000141748
ARL5C		ENSG00000280177
ARL5C	ARL5C	ENSG00000141748
CACNB1	CACNB1	ENSG00000067191
CACNB1	CACNB1	ENSG00000067191
CACNB1	CACNB1	ENSG00000067191
CACNB1	CACNB1	ENSG00000067191
RPL19	RPL19	ENSG00000108298
RPL19	RPL19	ENSG00000108298
RPL19	RPL19	ENSG00000108298
RPL19	RPL19	ENSG00000108298
STAC2	STAC2	ENSG00000141750
STAC2	STAC2	ENSG00000141750
STAC2	STAC2	ENSG00000141750
STAC2	STAC2	ENSG00000141750
FBXL20	FBXL20	ENSG00000108306
FBXL20	FBXL20	ENSG00000108306
FBXL20	FBXL20	ENSG00000108306
FBXL20	FBXL20	ENSG00000108306
MED1	MED1	ENSG00000125686
MED1	MED1	ENSG00000125686
MED1	MED1	ENSG00000125686
MED1	MED1	ENSG00000125686
CDK12	CDK12	ENSG00000167258
CDK12	CDK12	ENSG00000167258
CDK12	CDK12	ENSG00000167258
CDK12	CDK12	ENSG00000167258
NEUROD2	NEUROD2	ENSG00000171532
NEUROD2	NEUROD2	ENSG00000171532
NEUROD2	NEUROD2	ENSG00000171532
NEUROD2	NEUROD2	ENSG00000171532
PPP1R1B	PPP1R1B	ENSG00000131771
PPP1R1B	PPP1R1B	ENSG00000131771
PPP1R1B	PPP1R1B	ENSG00000131771
PPP1R1B	PPP1R1B	ENSG00000131771
STARD3	STARD3	ENSG00000131748
STARD3	STARD3	ENSG00000131748
STARD3	STARD3	ENSG00000131748
STARD3	STARD3	ENSG00000131748
TCAP	TCAP	ENSG00000173991
TCAP	TCAP	ENSG00000173991
TCAP	TCAP	ENSG00000173991
TCAP	TCAP	ENSG00000173991
PNMT	PNMT	ENSG00000141744
PNMT	PNMT	ENSG00000141744
PNMT	PNMT	ENSG00000141744
PNMT	PNMT	ENSG00000141744
PGAP3	PGAP3	ENSG00000161395
PGAP3	PGAP3	ENSG00000161395
PGAP3	PGAP3	ENSG00000161395
PGAP3	PGAP3	ENSG00000161395
PGAP3	ERBB2	ENSG00000141736
ERBB2	ERBB2	ENSG00000141736
ERBB2	ERBB2	ENSG00000141736
ERBB2	ERBB2	ENSG00000141736
ERBB2	ERBB2	ENSG00000141736
MIEN1	MIEN1	ENSG00000141741
MIEN1	ERBB2	ENSG00000141736
MIEN1	MIEN1	ENSG00000141741
MIEN1	ERBB2	ENSG00000141736
MIEN1	MIEN1	ENSG00000141741
MIEN1	ERBB2	ENSG00000141736
MIEN1	MIEN1	ENSG00000141741
MIEN1	ERBB2	ENSG00000141736
GRB7	GRB7	ENSG00000141738
GRB7	GRB7	ENSG00000141738
GRB7	GRB7	ENSG00000141738
GRB7	GRB7	ENSG00000141738
IKZF3	IKZF3	ENSG00000161405
IKZF3	IKZF3	ENSG00000161405
IKZF3	IKZF3	ENSG00000161405
IKZF3	IKZF3	ENSG00000161405
ZPBP2	ZPBP2	ENSG00000186075
ZPBP2	ZPBP2	ENSG00000186075
ZPBP2	ZPBP2	ENSG00000186075
ZPBP2	ZPBP2	ENSG00000186075
GSDMB	GSDMB	ENSG00000073605
GSDMB	GSDMB	ENSG00000073605
GSDMB	GSDMB	ENSG00000073605
GSDMB	GSDMB	ENSG00000073605
ORMDL3	ORMDL3	ENSG00000172057
ORMDL3	ORMDL3	ENSG00000172057
ORMDL3	ORMDL3	ENSG00000172057
LRRC3C	LRRC3C	ENSG00000204913
LRRC3C	LRRC3C	ENSG00000204913
LRRC3C	LRRC3C	ENSG00000204913
LRRC3C	LRRC3C	ENSG00000204913
GSDMA	GSDMA	ENSG00000167914
GSDMA	GSDMA	ENSG00000167914
GSDMA	GSDMA	ENSG00000167914
GSDMA	GSDMA	ENSG00000167914
PSMD3	PSMD3	ENSG00000108344
PSMD3	PSMD3	ENSG00000108344
PSMD3	PSMD3	ENSG00000108344
PSMD3	PSMD3	ENSG00000108344
CSF3	CSF3	ENSG00000108342
CSF3	CSF3	ENSG00000108342
CSF3	CSF3	ENSG00000108342
CSF3	CSF3	ENSG00000108342
MED24	MED24	ENSG00000008838
MED24	MED24	ENSG00000008838
MED24	MED24	ENSG00000008838
MED24	MED24	ENSG00000008838
THRA	THRA	ENSG00000126351
THRA	THRA	ENSG00000126351
THRA	THRA	ENSG00000126351
THRA	THRA	ENSG00000126351
NR1D1	NR1D1	ENSG00000126368
NR1D1	NR1D1	ENSG00000126368
NR1D1	NR1D1	ENSG00000126368
NR1D1	NR1D1	ENSG00000126368
MSL1	MSL1	ENSG00000188895
MSL1	MSL1	ENSG00000188895
MSL1	MSL1	ENSG00000188895
MSL1	MSL1	ENSG00000188895
CASC3	CASC3	ENSG00000108349
CASC3	CASC3	ENSG00000108349
CASC3	CASC3	ENSG00000108349
CASC3	CASC3	ENSG00000108349
RAPGEFL1	RAPGEFL1	ENSG00000108352
RAPGEFL1	RAPGEFL1	ENSG00000108352
RAPGEFL1	RAPGEFL1	ENSG00000108352
RAPGEFL1	RAPGEFL1	ENSG00000108352
WIPF2	WIPF2	ENSG00000171475
WIPF2	WIPF2	ENSG00000171475
WIPF2	WIPF2	ENSG00000171475
WIPF2	WIPF2	ENSG00000171475
CDC6	CDC6	ENSG00000094804
CDC6	CDC6	ENSG00000094804
CDC6	CDC6	ENSG00000094804
CDC6	CDC6	ENSG00000094804
RARA	RARA	ENSG00000131759
RARA		ENSG00000278918
RARA	RARA	ENSG00000131759
RARA		ENSG00000278918
RARA	RARA	ENSG00000131759
RARA	RARA	ENSG00000131759
GJD3	GJD3	ENSG00000183153
GJD3	GJD3-AS1	ENSG00000266208
GJD3	GJD3	ENSG00000183153
GJD3	GJD3-AS1	ENSG00000266208
GJD3	GJD3	ENSG00000183153
GJD3	GJD3-AS1	ENSG00000266208
GJD3	GJD3	ENSG00000183153
GJD3	GJD3-AS1	ENSG00000266208
TOP2A	TOP2A	ENSG00000131747
TOP2A	TOP2A	ENSG00000131747
TOP2A	TOP2A	ENSG00000131747
TOP2A	TOP2A	ENSG00000131747
IGFBP4	IGFBP4	ENSG00000141753
IGFBP4	IGFBP4	ENSG00000141753
IGFBP4	IGFBP4	ENSG00000141753
IGFBP4	IGFBP4	ENSG00000141753
TNS4	TNS4	ENSG00000131746
TNS4	TNS4	ENSG00000131746
TNS4	TNS4	ENSG00000131746
TNS4	TNS4	ENSG00000131746
CCR7	CCR7	ENSG00000126353
CCR7	CCR7	ENSG00000126353
CCR7	CCR7	ENSG00000126353
CCR7	CCR7	ENSG00000126353
SMARCE1	SMARCE1	ENSG00000073584
SMARCE1		ENSG00000264058
SMARCE1	SMARCE1	ENSG00000073584
SMARCE1		ENSG00000264058
SMARCE1	SMARCE1	ENSG00000073584
SMARCE1		ENSG00000264058
SMARCE1	SMARCE1	ENSG00000073584
SMARCE1		ENSG00000264058
KRT222	KRT222	ENSG00000213424
KRT222		ENSG00000264058
KRT222	KRT222	ENSG00000213424
KRT222		ENSG00000264058
KRT222	KRT222	ENSG00000213424
KRT222		ENSG00000264058
KRT222	KRT222	ENSG00000213424
KRT222		ENSG00000264058
KRT24	KRT24	ENSG00000167916
KRT24	KRT24	ENSG00000167916
KRT24	KRT24	ENSG00000167916
KRT24	KRT24	ENSG00000167916
KRT25	KRT25	ENSG00000204897
KRT25	KRT25	ENSG00000204897
KRT25	KRT25	ENSG00000204897
KRT25	KRT25	ENSG00000204897
KRT26	KRT26	ENSG00000186393
KRT26	KRT26	ENSG00000186393
KRT26	KRT26	ENSG00000186393
KRT26	KRT26	ENSG00000186393
KRT27	KRT27	ENSG00000171446
KRT27	KRT27	ENSG00000171446
KRT27	KRT27	ENSG00000171446
KRT27	KRT27	ENSG00000171446
KRT28	KRT28	ENSG00000173908
KRT28	KRT28	ENSG00000173908
KRT28	KRT28	ENSG00000173908
KRT28	KRT28	ENSG00000173908
KRT10	KRT10	ENSG00000186395
KRT10	KRT10-AS1	ENSG00000167920
KRT10	KRT10	ENSG00000186395
KRT10	KRT10-AS1	ENSG00000167920
KRT10	KRT10	ENSG00000186395
KRT10	KRT10-AS1	ENSG00000167920
KRT10	KRT10	ENSG00000186395
KRT10	KRT10-AS1	ENSG00000167920
TMEM99	KRT10-AS1	ENSG00000167920
TMEM99	KRT10-AS1	ENSG00000167920
TMEM99	KRT10-AS1	ENSG00000167920
TMEM99	KRT10-AS1	ENSG00000167920
KRT12	KRT12	ENSG00000187242
KRT12	KRT12	ENSG00000187242
KRT12	KRT12	ENSG00000187242
KRT12	KRT12	ENSG00000187242
KRT20	KRT20	ENSG00000171431
KRT20	KRT20	ENSG00000171431
KRT20	KRT20	ENSG00000171431
KRT20	KRT20	ENSG00000171431
KRT23		ENSG00000234477
KRT23	KRT23	ENSG00000108244
KRT23		ENSG00000234477
KRT23	KRT23	ENSG00000108244
KRT23		ENSG00000234477
KRT23	KRT23	ENSG00000108244
KRT23		ENSG00000234477
KRT23	KRT23	ENSG00000108244
KRT39		ENSG00000234477
KRT39	KRT39	ENSG00000196859
KRT39		ENSG00000234477
KRT39	KRT39	ENSG00000196859
KRT39		ENSG00000234477
KRT39	KRT39	ENSG00000196859
KRT39		ENSG00000234477
KRT39	KRT39	ENSG00000196859
KRT40	KRT40	ENSG00000204889
KRT40	KRT40	ENSG00000204889
KRT40	KRT40	ENSG00000204889
KRT40	KRT40	ENSG00000204889
KRTAP3-3	KRTAP3-3	ENSG00000212899
KRTAP3-3	KRTAP3-3	ENSG00000212899
KRTAP3-3	KRTAP3-3	ENSG00000212899
KRTAP3-3	KRTAP3-3	ENSG00000212899
KRTAP3-2	KRTAP3-2	ENSG00000212900
KRTAP3-2	KRTAP3-2	ENSG00000212900
KRTAP3-2	KRTAP3-2	ENSG00000212900
KRTAP3-2	KRTAP3-2	ENSG00000212900
KRTAP3-1	KRTAP3-1	ENSG00000212901
KRTAP3-1	KRTAP3-1	ENSG00000212901
KRTAP3-1	KRTAP3-1	ENSG00000212901
KRTAP3-1	KRTAP3-1	ENSG00000212901
KRTAP1-5	KRTAP1-5	ENSG00000221852
KRTAP1-5	KRTAP1-5	ENSG00000221852
KRTAP1-5	KRTAP1-5	ENSG00000221852
KRTAP1-5	KRTAP1-5	ENSG00000221852
KRTAP1-4	KRTAP1-4	ENSG00000204887
KRTAP1-4	KRTAP1-4	ENSG00000204887
KRTAP1-4	KRTAP1-4	ENSG00000204887
KRTAP1-4	KRTAP1-4	ENSG00000204887
KRTAP1-3	KRTAP1-3	ENSG00000221880
KRTAP1-3	KRTAP1-3	ENSG00000221880
KRTAP1-3	KRTAP1-3	ENSG00000221880
KRTAP1-3	KRTAP1-3	ENSG00000221880
KRTAP1-1	KRTAP1-1	ENSG00000188581
KRTAP1-1	KRTAP1-1	ENSG00000188581
KRTAP1-1	KRTAP1-1	ENSG00000188581
KRTAP1-1	KRTAP1-1	ENSG00000188581
KRTAP2-4	KRTAP2-1	ENSG00000212725
KRTAP2-1	KRTAP2-1	ENSG00000212725
KRTAP2-3	KRTAP2-1	ENSG00000212725
KRTAP2-1	KRTAP2-2	ENSG00000214518
KRTAP2-3	KRTAP2-2	ENSG00000214518
KRTAP2-4	KRTAP2-2	ENSG00000214518
KRTAP2-1	KRTAP2-2	ENSG00000214518
KRTAP2-3	KRTAP2-3	ENSG00000212724
KRTAP2-2	KRTAP2-3	ENSG00000212724
KRTAP2-2	KRTAP2-3	ENSG00000212724
KRTAP2-1	KRTAP2-3	ENSG00000212724
KRTAP2-2	KRTAP2-3	ENSG00000212724
KRTAP2-3	KRTAP2-3	ENSG00000212724
KRTAP2-4	KRTAP2-4	ENSG00000213417
KRTAP2-2	KRTAP2-4	ENSG00000213417
KRTAP2-4	KRTAP2-4	ENSG00000213417
KRTAP4-7	KRTAP4-7	ENSG00000240871
KRTAP4-7	KRTAP4-7	ENSG00000240871
KRTAP4-7	KRTAP4-7	ENSG00000240871
KRTAP4-8	KRTAP4-8	ENSG00000204880
KRTAP4-8	KRTAP4-8	ENSG00000204880
KRTAP4-8	KRTAP4-8	ENSG00000204880
KRTAP4-5	KRTAP4-8	ENSG00000204880
KRTAP4-8	KRTAP4-8	ENSG00000204880
KRTAP4-9	KRTAP4-9	ENSG00000212722
KRTAP4-9	KRTAP4-9	ENSG00000212722
KRTAP4-7	KRTAP4-9	ENSG00000212722
KRTAP4-9	KRTAP4-9	ENSG00000212722
KRTAP4-9	KRTAP4-9	ENSG00000212722
KRTAP4-11	KRTAP4-11	ENSG00000212721
KRTAP4-11	KRTAP4-11	ENSG00000212721
KRTAP4-11	KRTAP4-11	ENSG00000212721
KRTAP4-11	KRTAP4-11	ENSG00000212721
KRTAP4-12	KRTAP4-12	ENSG00000213416
KRTAP4-12	KRTAP4-12	ENSG00000213416
KRTAP4-12	KRTAP4-12	ENSG00000213416
KRTAP4-6	KRTAP4-6	ENSG00000198090
KRTAP4-6	KRTAP4-6	ENSG00000198090
KRTAP4-6	KRTAP4-6	ENSG00000198090
KRTAP4-5	KRTAP4-5	ENSG00000198271
KRTAP4-5	KRTAP4-5	ENSG00000198271
KRTAP4-5	KRTAP4-5	ENSG00000198271
KRTAP4-4	KRTAP4-4	ENSG00000171396
KRTAP4-4	KRTAP4-4	ENSG00000171396
KRTAP4-4	KRTAP4-4	ENSG00000171396
KRTAP4-4	KRTAP4-4	ENSG00000171396
KRTAP4-2	KRTAP4-4	ENSG00000171396
KRTAP4-3	KRTAP4-3	ENSG00000196156
KRTAP4-3	KRTAP4-3	ENSG00000196156
KRTAP4-3	KRTAP4-3	ENSG00000196156
KRTAP4-3	KRTAP4-3	ENSG00000196156
KRTAP4-2	KRTAP4-2	ENSG00000244537
KRTAP4-6	KRTAP4-2	ENSG00000244537
KRTAP4-2	KRTAP4-2	ENSG00000244537
KRTAP4-2	KRTAP4-2	ENSG00000244537
KRTAP4-1	KRTAP4-1	ENSG00000198443
KRTAP4-12	KRTAP4-1	ENSG00000198443
KRTAP4-1	KRTAP4-1	ENSG00000198443
KRTAP4-1	KRTAP4-1	ENSG00000198443
KRTAP4-1	KRTAP4-1	ENSG00000198443
KRTAP9-4	KRTAP9-1	ENSG00000240542
KRTAP9-2	KRTAP9-1	ENSG00000240542
KRTAP9-7	KRTAP9-1	ENSG00000240542
KRTAP9-1	KRTAP9-1	ENSG00000240542
KRTAP9-1	KRTAP9-1	ENSG00000240542
KRTAP9-1	KRTAP9-1	ENSG00000240542
KRTAP9-1	KRTAP9-1	ENSG00000240542
KRTAP9-2	KRTAP9-2	ENSG00000239886
KRTAP9-8	KRTAP9-2	ENSG00000239886
KRTAP9-3	KRTAP9-3	ENSG00000204873
KRTAP9-4	KRTAP9-3	ENSG00000204873
KRTAP9-2	KRTAP9-3	ENSG00000204873
KRTAP9-3	KRTAP9-3	ENSG00000204873
KRTAP9-8	KRTAP9-3	ENSG00000204873
KRTAP9-3	KRTAP9-3	ENSG00000204873
KRTAP9-3	KRTAP9-3	ENSG00000204873
KRTAP9-8	KRTAP9-8	ENSG00000187272
KRTAP9-4	KRTAP9-8	ENSG00000187272
KRTAP9-8	KRTAP9-8	ENSG00000187272
KRTAP9-4	KRTAP9-4	ENSG00000241595
KRTAP9-9	KRTAP9-9	ENSG00000198083
KRTAP9-9	KRTAP9-9	ENSG00000198083
KRTAP9-9	KRTAP9-9	ENSG00000198083
KRTAP9-9	KRTAP9-9	ENSG00000198083
KRTAP9-6	KRTAP9-6	ENSG00000212659
KRTAP9-6	KRTAP9-6	ENSG00000212659
KRTAP9-6	KRTAP9-6	ENSG00000212659
KRTAP9-6	KRTAP9-6	ENSG00000212659
KRTAP9-7	KRTAP9-11P	ENSG00000229351
KRTAP9-2	KRTAP9-11P	ENSG00000229351
KRTAP9-7	KRTAP9-11P	ENSG00000229351
KRTAP9-7	KRTAP9-7	ENSG00000180386
KRTAP29-1	KRTAP29-1	ENSG00000212658
KRTAP29-1	KRTAP29-1	ENSG00000212658
KRTAP29-1	KRTAP29-1	ENSG00000212658
KRTAP29-1	KRTAP29-1	ENSG00000212658
KRTAP16-1	KRTAP16-1	ENSG00000212657
KRTAP16-1	KRTAP16-1	ENSG00000212657
KRTAP16-1	KRTAP16-1	ENSG00000212657
KRTAP16-1	KRTAP16-1	ENSG00000212657
KRTAP17-1	KRTAP17-1	ENSG00000186860
KRTAP17-1	KRTAP17-1	ENSG00000186860
KRTAP17-1	KRTAP17-1	ENSG00000186860
KRTAP17-1	KRTAP17-1	ENSG00000186860
KRT33A	KRT33A	ENSG00000006059
KRT33A	KRT33A	ENSG00000006059
KRT33B	KRT33B	ENSG00000131738
KRT33B	KRT33B	ENSG00000131738
KRT33B	KRT33B	ENSG00000131738
KRT33B	KRT33B	ENSG00000131738
KRT34	KRT34	ENSG00000131737
KRT34	KRT34	ENSG00000131737
KRT34	KRT34	ENSG00000131737
KRT34	KRT34	ENSG00000131737
KRT33A	KRT34	ENSG00000131737
KRT31	KRT31	ENSG00000094796
KRT31	KRT31	ENSG00000094796
KRT31	KRT31	ENSG00000094796
KRT31	KRT31	ENSG00000094796
KRT37	KRT37	ENSG00000108417
KRT37		ENSG00000234859
KRT37	KRT37	ENSG00000108417
KRT37		ENSG00000234859
KRT37	KRT37	ENSG00000108417
KRT37		ENSG00000234859
KRT37	KRT37	ENSG00000108417
KRT37		ENSG00000234859
KRT38	KRT38	ENSG00000171360
KRT38	KRT38	ENSG00000171360
KRT38	KRT38	ENSG00000171360
KRT38	KRT38	ENSG00000171360
KRT32	KRT32	ENSG00000108759
KRT32	KRT32	ENSG00000108759
KRT32	KRT32	ENSG00000108759
KRT32	KRT32	ENSG00000108759
KRT35	KRT35	ENSG00000197079
KRT35	KRT35	ENSG00000197079
KRT33A	KRT35	ENSG00000197079
KRT35	KRT35	ENSG00000197079
KRT35	KRT35	ENSG00000197079
KRT36	KRT36	ENSG00000126337
KRT36	KRT36	ENSG00000126337
KRT36	KRT36	ENSG00000126337
KRT36	KRT36	ENSG00000126337
KRT13	KRT13	ENSG00000171401
KRT13	KRT13	ENSG00000171401
KRT13	KRT13	ENSG00000171401
KRT13	KRT13	ENSG00000171401
KRT15	KRT15	ENSG00000171346
KRT15	KRT15	ENSG00000171346
KRT15	KRT15	ENSG00000171346
KRT15	KRT15	ENSG00000171346
KRT19	KRT19	ENSG00000171345
KRT19	KRT19	ENSG00000171345
KRT19	KRT19	ENSG00000171345
KRT19	KRT19	ENSG00000171345
KRT9	KRT9	ENSG00000171403
KRT9	KRT9	ENSG00000171403
KRT9	KRT9	ENSG00000171403
KRT9	KRT9	ENSG00000171403
KRT14	KRT14	ENSG00000186847
KRT14	KRT14	ENSG00000186847
KRT14	KRT14	ENSG00000186847
KRT14	KRT14	ENSG00000186847
KRT16	KRT16	ENSG00000186832
KRT16	KRT16	ENSG00000186832
KRT16	KRT16	ENSG00000186832
KRT16	KRT16	ENSG00000186832
KRT17	KRT17	ENSG00000128422
KRT17		ENSG00000289252
KRT17	KRT17	ENSG00000128422
KRT17	KRT17	ENSG00000128422
EIF1	EIF1	ENSG00000173812
EIF1	EIF1	ENSG00000173812
GAST	GAST	ENSG00000184502
GAST	GAST	ENSG00000184502
GAST	GAST	ENSG00000184502
GAST	GAST	ENSG00000184502
HAP1	HAP1	ENSG00000173805
HAP1	HAP1	ENSG00000173805
HAP1	HAP1	ENSG00000173805
HAP1	HAP1	ENSG00000173805
JUP	JUP	ENSG00000173801
JUP	JUP	ENSG00000173801
JUP	JUP	ENSG00000173801
JUP	JUP	ENSG00000173801
P3H4	P3H4	ENSG00000141696
P3H4	P3H4	ENSG00000141696
P3H4	P3H4	ENSG00000141696
P3H4	P3H4	ENSG00000141696
FKBP10	FKBP10	ENSG00000141756
FKBP10	FKBP10	ENSG00000141756
FKBP10	FKBP10	ENSG00000141756
FKBP10	FKBP10	ENSG00000141756
NT5C3B	NT5C3B	ENSG00000141698
NT5C3B	NT5C3B	ENSG00000141698
NT5C3B	NT5C3B	ENSG00000141698
NT5C3B	NT5C3B	ENSG00000141698
NT5C3B	KLHL10	ENSG00000161594
KLHL10	KLHL10	ENSG00000161594
KLHL10	KLHL10	ENSG00000161594
KLHL10	KLHL10	ENSG00000161594
KLHL10	KLHL10	ENSG00000161594
KLHL11	KLHL11	ENSG00000178502
KLHL11	KLHL11	ENSG00000178502
KLHL11	KLHL11	ENSG00000178502
KLHL11	KLHL11	ENSG00000178502
ACLY	ACLY	ENSG00000131473
ACLY	ACLY	ENSG00000131473
ACLY	ACLY	ENSG00000131473
ACLY	ACLY	ENSG00000131473
TTC25	ODAD4	ENSG00000204815
TTC25	ODAD4	ENSG00000204815
TTC25	ODAD4	ENSG00000204815
TTC25	ODAD4	ENSG00000204815
CNP	CNP	ENSG00000173786
CNP	CNP	ENSG00000173786
CNP	CNP	ENSG00000173786
CNP	CNP	ENSG00000173786
DNAJC7	DNAJC7	ENSG00000168259
DNAJC7	DNAJC7	ENSG00000168259
DNAJC7	DNAJC7	ENSG00000168259
DNAJC7	DNAJC7	ENSG00000168259
NKIRAS2	NKIRAS2	ENSG00000168256
NKIRAS2	NKIRAS2	ENSG00000168256
NKIRAS2	NKIRAS2	ENSG00000168256
NKIRAS2	NKIRAS2	ENSG00000168256
ZNF385C	ZNF385C	ENSG00000187595
ZNF385C	ZNF385C	ENSG00000187595
ZNF385C	ZNF385C	ENSG00000187595
ZNF385C	ZNF385C	ENSG00000187595
DHX58	DHX58	ENSG00000108771
DHX58	DHX58	ENSG00000108771
DHX58	DHX58	ENSG00000108771
DHX58	DHX58	ENSG00000108771
KAT2A	KAT2A	ENSG00000108773
KAT2A	KAT2A	ENSG00000108773
KAT2A	KAT2A	ENSG00000108773
KAT2A	KAT2A	ENSG00000108773
KAT2A		ENSG00000267261
HSPB9		ENSG00000267261
HSPB9	HSPB9	ENSG00000260325
HSPB9		ENSG00000267261
HSPB9	HSPB9	ENSG00000260325
HSPB9		ENSG00000267261
HSPB9	HSPB9	ENSG00000260325
HSPB9		ENSG00000267261
HSPB9	HSPB9	ENSG00000260325
RAB5C		ENSG00000267261
RAB5C	RAB5C	ENSG00000108774
RAB5C		ENSG00000267261
RAB5C	RAB5C	ENSG00000108774
RAB5C		ENSG00000267261
RAB5C	RAB5C	ENSG00000108774
RAB5C		ENSG00000267261
RAB5C	RAB5C	ENSG00000108774
KCNH4	KCNH4	ENSG00000089558
KCNH4	KCNH4	ENSG00000089558
KCNH4	KCNH4	ENSG00000089558
KCNH4	KCNH4	ENSG00000089558
HCRT	HCRT	ENSG00000161610
HCRT	HCRT	ENSG00000161610
HCRT	HCRT	ENSG00000161610
HCRT	HCRT	ENSG00000161610
GHDC	GHDC	ENSG00000167925
GHDC	GHDC	ENSG00000167925
GHDC	GHDC	ENSG00000167925
GHDC	GHDC	ENSG00000167925
STAT5B	STAT5B	ENSG00000173757
STAT5B	STAT5B	ENSG00000173757
STAT5B	STAT5B	ENSG00000173757
STAT5B	STAT5B	ENSG00000173757
STAT5A	STAT5A	ENSG00000126561
STAT5A	STAT5A	ENSG00000126561
STAT5A	STAT5A	ENSG00000126561
STAT5A	STAT5A	ENSG00000126561
STAT3	STAT3	ENSG00000168610
STAT3	STAT3	ENSG00000168610
STAT3	STAT3	ENSG00000168610
STAT3	STAT3	ENSG00000168610
PTRF	CAVIN1	ENSG00000177469
PTRF	CAVIN1	ENSG00000177469
PTRF	CAVIN1	ENSG00000177469
PTRF	CAVIN1	ENSG00000177469
ATP6V0A1	ATP6V0A1	ENSG00000033627
ATP6V0A1	ATP6V0A1	ENSG00000033627
ATP6V0A1	ATP6V0A1	ENSG00000033627
ATP6V0A1	ATP6V0A1	ENSG00000033627
PTP4A2	PTP4A2P1	ENSG00000267185
PTP4A2	PTP4A2P1	ENSG00000267185
